hunt_code,unresolved_sources,classification,notes,database_present,database_hunt_name,database_species,database_sex_type,database_weapon,database_hunt_type,database_hunt_class,database_boundary_id,db_allotment_res,db_allotment_nr,db_allotment_total,db_allotment_status,db_allotment_source,db_conservation_total,db_conservation_source,core_reconciled_bucket,core_resolution_status,core_likely_cause,core_live_shape_status,permit_confidence,permit_winner_source,permit_recommended_res,permit_recommended_nr,permit_recommended_total,permit_conflicting_sources,permit_database_alignment,remaining_split_bucket,remaining_matching_sources,remaining_matching_source_count,species_truth_families,conservation_table_present,conservation_table_total,conservation_table_hunt_names,conservation_table_comparison_statuses,conservation_table_row_count
EA1035,REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,"Kamas, Oakley",Elk,Antlerless,Any Legal Weapon,General Season,Antlerless,104,112,13,125,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,,,,,,,true_source_conflicts,HUNTTABLE,1,,no,,,,0
EA1040,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,"Monroe, Koosharem Valley",Elk,Antlerless,Any Legal Weapon,General Season,,723,7,1,8,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,,,DATABASE_REFERENCE_NOT_LIVE_TABLE,REVIEW,DATABASE_REFERENCE_OR_ARCHIVE_REVIEW,,,,,,,,,,,,,no,,,,0
EA1053,CORE_REVIEW,DATABASE_MISSING,Hunt code is unresolved and is not present in DATABASE.csv.,no,,,,,,,,,,,,,,,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,LIVE_DWR_RES_NR_SPLIT,,,,,,,,,,,,no,,,,0
EA1054,REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,"Nine Mile, West Anthro",Elk,Antlerless,Any Legal Weapon,General Season,Antlerless,132,45,5,50,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,,,,,,,true_source_conflicts,HUNTTABLE,1,,no,,,,0
EA1063,REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Ogden,Elk,Antlerless,Any Legal Weapon,General Season,Antlerless,609,67,8,75,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,,,,,,,true_source_conflicts,HUNTTABLE,1,,no,,,,0
EA1069,REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Panguitch Lake,Elk,Antlerless,Any Legal Weapon,General Season,Antlerless,634,31,4,35,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,,,,,,,true_source_conflicts,HANUMBER,1,,no,,,,0
EA1074,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Pine Valley,Elk,Antlerless,Any Legal Weapon,General Season,,636,4,1,5,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,,,DATABASE_REFERENCE_NOT_LIVE_TABLE,REVIEW,DATABASE_REFERENCE_OR_ARCHIVE_REVIEW,,,,,,,,,,,,,no,,,,0
EA1107,CORE_REVIEW,DATABASE_MISSING,Hunt code is unresolved and is not present in DATABASE.csv.,no,,,,,,,,,,,,,,,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,LIVE_DWR_RES_NR_SPLIT,,,,,,,,,,,,no,,,,0
EA1116,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Zion,Elk,Antlerless,Any Legal Weapon,General Season,,635,18,2,20,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,,,DATABASE_REFERENCE_NOT_LIVE_TABLE,REVIEW,DATABASE_REFERENCE_OR_ARCHIVE_REVIEW,,,,,,,,,,,,,no,,,,0
EA1126,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Cotton Thomas CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,,640,5,,5,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,,,DATABASE_REFERENCE_NOT_LIVE_TABLE,REVIEW,DATABASE_REFERENCE_OR_ARCHIVE_REVIEW,,,,,,,,,,,,,no,,,,0
EA1129,REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Deseret CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,CWMU,568,425,0,425,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,,,,,,,true_source_conflicts,HANUMBER,1,,no,,,,0
EA1134,REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Ensign Ranches CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,CWMU,522,60,0,60,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,,,,,,,true_source_conflicts,HANUMBER,1,,no,,,,0
EA1139,REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Hardscrabble CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,CWMU,577,10,0,10,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,,,,,,,true_source_conflicts,HANUMBER,1,,no,,,,0
EA1149,REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Minnie Maud Ridge CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,CWMU,551,15,0,15,DWR_HUNTPLANNER_CWMU_RES_NR_TOTAL_DERIVED,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,,,,,,,true_source_conflicts,HANUMBER,1,,no,,,,0
EA1176,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Weber Florence Creek CWMU,Elk,Antlerless,Any Legal Weapon,CWMU,,524,65,,65,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,,,DATABASE_REFERENCE_NOT_LIVE_TABLE,REVIEW,DATABASE_REFERENCE_OR_ARCHIVE_REVIEW,,,,,,,,,,,,,no,,,,0
EA1180,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,La Sal (Conservation),Elk,Antlerless,Any Legal Weapon,Conservation,Conservation,684,,,8,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,8,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,,,,REVIEW_REQUIRED,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,,,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,database_only_external_missing,,0,CONSERVATION_PERMITS_DIRECT,yes,8,La Sal,SOURCE_MATCHES_DATABASE,1
EA1193,REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,"Cache, Rich",Elk,Antlerless,Any Legal Weapon,General Season,Antlerless,38,18,2,20,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,,,,,,,true_source_conflicts,HUNTTABLE,1,,no,,,,0
EA1208,REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Nebo,Elk,Antlerless,Any Legal Weapon,General Season,Antlerless,616,247,28,275,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,,,,,,,true_source_conflicts,HUNTTABLE,1,,no,,,,0
EA1220,CORE_REVIEW|PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,Manti (Expo),Elk,Antlerless,Any Legal Weapon,General Season,Antlerless,5112,,,3,HARD_COPY_EXPO_TOTAL_ONLY,2026_EXPO_PERMITS_HARD_COPY,21,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,LIVE_DWR_NO_QUOTA_PUBLISHED,REVIEW_REQUIRED,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,,,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,database_only_external_missing,,0,CONSERVATION_PERMITS_DIRECT,yes,21,"Beaver, East",SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,1
EA1221,CORE_REVIEW|PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,Fishlake/Thousand Lake (Expo),Elk,Antlerless,Any Legal Weapon,General Season,Antlerless,5145,,,1,HARD_COPY_EXPO_TOTAL_ONLY,2026_EXPO_PERMITS_HARD_COPY,6,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,LIVE_DWR_NO_QUOTA_PUBLISHED,REVIEW_REQUIRED,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,,,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,database_only_external_missing,,0,CONSERVATION_PERMITS_DIRECT,yes,6,Fishlake/Thousa nd Lakes,SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,1
EA1222,REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,"Beaver, East",Elk,Antlerless,Any Legal Weapon,General Season,Antlerless,685,27,3,30,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,,,,,,,true_source_conflicts,HUNTTABLE,1,,no,,,,0
EA1223,REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,"Beaver, East",Elk,Antlerless,Any Legal Weapon,General Season,Antlerless,685,27,3,30,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,,,,,,,true_source_conflicts,HUNTTABLE,1,,no,,,,0
EA1251,REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,"Southwest Desert, Burbank/Garrison",Elk,Antlerless,Any Legal Weapon,General Season,Antlerless,893,13,2,15,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,,,,,,,true_source_conflicts,HANUMBER,1,,no,,,,0
EA1252,CORE_REVIEW,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,"Southwest Desert, Burbank/Garrison",Elk,Antlerless,Any Legal Weapon,General Season,,893,4,1,5,HISTORICAL_2025_ONLY_NOT_ACTIVE_2026,DWR_HUNT_PLANNER_HaNumber_MATCHED_PERMITS_2026,,,DATABASE_REFERENCE_NOT_LIVE_TABLE,REVIEW,DATABASE_REFERENCE_OR_ARCHIVE_REVIEW,,,,,,,,,,,,,no,,,,0
EA1258,CORE_REVIEW|PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,La Sal (Expo),Elk,Antlerless,Any Legal Weapon,General Season,Antlerless,5113,,,1,HARD_COPY_EXPO_TOTAL_ONLY,2026_EXPO_PERMITS_HARD_COPY,,,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,LIVE_DWR_NO_QUOTA_PUBLISHED,REVIEW_REQUIRED,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,,,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,database_only_external_missing,,0,,no,,,,0
EA1266,REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,"Box Elder, Hansel Mtn",Elk,Antlerless,Any Legal Weapon,General Season,Antlerless,18,18,2,20,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,,,,,,,true_source_conflicts,HUNTTABLE,1,,no,,,,0
EA1267,REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Cache,Elk,Antlerless,Any Legal Weapon,General Season,Antlerless,29,81,9,90,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,,,,,,,true_source_conflicts,HANUMBER,1,,no,,,,0
EA1269,REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Ogden (excludes Hyrum),Elk,Antlerless,Any Legal Weapon,General Season,Antlerless,924,180,20,200,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,,,,,,,true_source_conflicts,HUNTTABLE,1,,no,,,,0
EA1270,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,Fishlake (Conservation),Elk,Antlerless,Any Legal Weapon,Conservation,Conservation,175,,,4,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,4,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,,,,REVIEW_REQUIRED,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,,,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,database_only_external_missing,,0,CONSERVATION_PERMITS_DIRECT,yes,4,Fishlake,SOURCE_MATCHES_DATABASE,1
EA1271,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,Manti (Conservation),Elk,Antlerless,Any Legal Weapon,Conservation,Conservation,51,,,4,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,4,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,,,,REVIEW_REQUIRED,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,,,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,database_only_external_missing,,0,CONSERVATION_PERMITS_DIRECT,yes,4,Manti,SOURCE_MATCHES_DATABASE,1
EA1284,REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Panguitch Lake,Elk,Antlerless,Muzzleloader,General Season,Antlerless,634,31,4,35,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,,,,,,,true_source_conflicts,HUNTTABLE,1,,no,,,,0
EA1285,REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Panguitch Lake,Elk,Antlerless,Any Legal Weapon,General Season,Antlerless,634,31,4,35,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,,,,,,,true_source_conflicts,HANUMBER,1,,no,,,,0
EA1288,CORE_REVIEW,DATABASE_MISSING,Hunt code is unresolved and is not present in DATABASE.csv.,no,,,,,,,,,,,,,,,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,LIVE_DWR_RES_NR_SPLIT,,,,,,,,,,,,no,,,,0
EA1289,CORE_REVIEW,DATABASE_MISSING,Hunt code is unresolved and is not present in DATABASE.csv.,no,,,,,,,,,,,,,,,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,LIVE_DWR_RES_NR_SPLIT,,,,,,,,,,,,no,,,,0
EA1290,CORE_REVIEW,DATABASE_MISSING,Hunt code is unresolved and is not present in DATABASE.csv.,no,,,,,,,,,,,,,,,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,LIVE_DWR_RES_NR_SPLIT,,,,,,,,,,,,no,,,,0
EA1291,CORE_REVIEW,DATABASE_MISSING,Hunt code is unresolved and is not present in DATABASE.csv.,no,,,,,,,,,,,,,,,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,LIVE_DWR_RES_NR_SPLIT,,,,,,,,,,,,no,,,,0
EA1292,CORE_REVIEW,DATABASE_MISSING,Hunt code is unresolved and is not present in DATABASE.csv.,no,,,,,,,,,,,,,,,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,LIVE_DWR_RES_NR_SPLIT,,,,,,,,,,,,no,,,,0
EA1293,CORE_REVIEW,DATABASE_MISSING,Hunt code is unresolved and is not present in DATABASE.csv.,no,,,,,,,,,,,,,,,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,LIVE_DWR_RES_NR_SPLIT,,,,,,,,,,,,no,,,,0
EA1294,CORE_REVIEW,DATABASE_MISSING,Hunt code is unresolved and is not present in DATABASE.csv.,no,,,,,,,,,,,,,,,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,LIVE_DWR_RES_NR_SPLIT,,,,,,,,,,,,no,,,,0
EA1295,CORE_REVIEW,DATABASE_MISSING,Hunt code is unresolved and is not present in DATABASE.csv.,no,,,,,,,,,,,,,,,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,LIVE_DWR_RES_NR_SPLIT,,,,,,,,,,,,no,,,,0
EA1296,CORE_REVIEW,DATABASE_MISSING,Hunt code is unresolved and is not present in DATABASE.csv.,no,,,,,,,,,,,,,,,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,LIVE_DWR_RES_NR_SPLIT,,,,,,,,,,,,no,,,,0
EA1297,CORE_REVIEW,DATABASE_MISSING,Hunt code is unresolved and is not present in DATABASE.csv.,no,,,,,,,,,,,,,,,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,LIVE_DWR_RES_NR_SPLIT,,,,,,,,,,,,no,,,,0
EA1298,CORE_REVIEW,DATABASE_MISSING,Hunt code is unresolved and is not present in DATABASE.csv.,no,,,,,,,,,,,,,,,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,LIVE_DWR_RES_NR_SPLIT,,,,,,,,,,,,no,,,,0
EA1299,CORE_REVIEW,DATABASE_MISSING,Hunt code is unresolved and is not present in DATABASE.csv.,no,,,,,,,,,,,,,,,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,LIVE_DWR_RES_NR_SPLIT,,,,,,,,,,,,no,,,,0
EA1300,CORE_REVIEW,DATABASE_MISSING,Hunt code is unresolved and is not present in DATABASE.csv.,no,,,,,,,,,,,,,,,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,LIVE_DWR_RES_NR_SPLIT,,,,,,,,,,,,no,,,,0
EA1301,CORE_REVIEW,DATABASE_MISSING,Hunt code is unresolved and is not present in DATABASE.csv.,no,,,,,,,,,,,,,,,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,LIVE_DWR_RES_NR_SPLIT,,,,,,,,,,,,no,,,,0
EA2000,CORE_REVIEW|PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Antlerless Elk Control,Elk,Antlerless,Any Legal Weapon,Antlerless Elk Control,Antlerless,5116,,,,,,,,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,LIVE_DWR_NO_QUOTA_PUBLISHED,NO_PERMIT_VALUE,NONE,,,,,NOT_COMPARED,true_no_permit_value,,0,,no,,,,0
EA2033,REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Kamas,Elk,Antlerless,Archery,General Season,Antlerless,611,225,25,250,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,,,,,,,true_source_conflicts,HANUMBER,1,,no,,,,0
EA2036,REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,"Oquirrh-Stansbury, East",Elk,Antlerless,Any Legal Weapon,General Season,Antlerless,86,54,6,60,LIVE_DWR_RES_NR_SPLIT,2026_LIVE_DWR_HUNT_PLANNER_COMPREHENSIVE,,,,,,,,,,,,,,true_source_conflicts,HUNTTABLE,1,,no,,,,0
EA2041,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,Cache (Conservation),Elk,Antlerless,Any Legal Weapon,Conservation,Conservation,29,,,6,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,6,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,,,,REVIEW_REQUIRED,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,,,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,database_only_external_missing,,0,CONSERVATION_PERMITS_DIRECT,yes,6,Cache,SOURCE_MATCHES_DATABASE,1
EA2045,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,CONSERVATION_TABLE_DB_MATCH,Conservation source matches DATABASE conservation field.,yes,Wasatch Mtns (Conservation),Elk,Antlerless,Any Legal Weapon,Conservation,Conservation,5118,,,10,NO_QUOTA_PUBLISHED,Utah DWR Hunt Planner,10,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30,,,,,REVIEW_REQUIRED,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,,,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,database_only_external_missing,,0,CONSERVATION_PERMITS_DIRECT,yes,10,Wasatch Mtns,SOURCE_MATCHES_DATABASE,1
EB1000,CORE_REVIEW,SPORTSMAN_CONSERVATION_OVERLAP_REVIEW,Code is current sportsman in review set and also appears in conservation table; keep families separate.,yes,Elk - Statewide Permit,Elk,Bull,Any Legal Weapon,Statewide,Statewide Permit,5119,,,15,,,3,2026 CONSERVATION  PERMITS.pdf (rows by hunt code); ingested 2026-05-30,SPORTSMAN_CONTINUITY_LAYER_REVIEW,REVIEW,SPORTSMAN_CURRENT_PLANNER,LIVE_DWR_NO_QUOTA_PUBLISHED,,,,,,,,,,,CONSERVATION_PERMITS_DIRECT,yes,3,San Juan Bull Elk,SOURCE_DIFFERS_FROM_CURRENT_RECONCILIATION,1
EB1001,CORE_REVIEW|PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Any Bull Elk Units,Elk,Bull,Any Legal Weapon,General Season - Any Bull,General Bull,5120,,,10,,,,,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,LIVE_DWR_NO_QUOTA_PUBLISHED,REVIEW_REQUIRED,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,,,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,database_only_external_missing,,0,,no,,,,0
EB1002,CORE_REVIEW|PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Any Bull Elk Units,Elk,Bull,Muzzleloader,General Season - Any Bull,General Bull,5121,,,6,,,,,CURRENT_PLANNER_EXTRA_REVIEW,REVIEW,OTHER_CURRENT_PLANNER_NOT_IN_2025_BIBLE,LIVE_DWR_NO_QUOTA_PUBLISHED,REVIEW_REQUIRED,NONE_EXTERNAL_DATABASE_REFERENCE_ONLY,,,,,DATABASE_HAS_VALUE_NO_RECOMMENDATION,database_only_external_missing,,0,,no,,,,0
