hunt_code,unresolved_sources,classification,notes,database_present,database_hunt_name,database_species,database_sex_type,database_weapon,database_hunt_type,database_hunt_class,database_boundary_id,db_allotment_res,db_allotment_nr,db_allotment_total,permit_recommended_res,permit_recommended_nr,permit_recommended_total,conservation_table_row_count
LO1521,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,"San Juan, Abajo Mtns",Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,618,,,,,,,0
LO1522,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Vernal/Bonanza,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,614,,,,,,,0
LO1523,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Yellowstone,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,613,,,,,,,0
LO1524,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Southwest Desert,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,625,,,,,,,0
LO1525,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,"Wasatch Mtns, East",Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,621,,,,,,,0
LO1526,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,"Wasatch Mtns, West",Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,620,,,,,,,0
LO1529,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Zion,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,635,,,,,,,0
LO1531,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Box Elder,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,607,,,2,,,,0
LO1533,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Manti/San Rafael,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,619,,,,,,,0
LO1534,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Nebo,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,616,,,2,,,,0
LO1536,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Fillmore,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,804,,,2,,,,0
LO1538,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Kamas,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,611,,,2,,,,0
LO1539,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,"La Sal, La Sal Mtns",Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,617,,,,,,,0
LO1540,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Monroe,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,629,,,2,,,,0
LO1541,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Mt Dutton,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,630,,,2,,,,0
LO1542,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Nine Mile,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,615,,,2,,,,0
LO1543,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,North Slope,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,612,,,,,,,0
LO1544,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Ogden,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,609,,,2,,,,0
LO1546,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Panguitch Lake,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,634,,,,,,,0
LO1547,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Pine Valley,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,636,,,2,,,,0
LO1549,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Fishlake,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,633,,,2,,,,0
LO1551,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,"San Juan, Abajo Mtns",Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,618,,,,,,,0
LO1552,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Vernal/Bonanza,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,614,,,,,,,0
LO1553,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Yellowstone,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,613,,,,,,,0
LO1554,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Southwest Desert,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,625,,,,,,,0
LO1555,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,"Wasatch Mtns, East",Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,621,,,,,,,0
LO1556,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,"Wasatch Mtns, West",Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,620,,,,,,,0
LO1559,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Zion,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,635,,,2,,,,0
LO1561,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Box Elder,Deer,Buck,Muzzleloader,General Season - Private Land Only,Private Land Only,607,,,,,,,0
LO1563,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Manti/San Rafael,Deer,Buck,Muzzleloader,General Season - Private Land Only,Private Land Only,619,,,,,,,0
LO1564,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Nebo,Deer,Buck,Muzzleloader,General Season - Private Land Only,Private Land Only,616,,,,,,,0
LO1566,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Fillmore,Deer,Buck,Muzzleloader,General Season - Private Land Only,Private Land Only,804,,,,,,,0
LO1568,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Kamas,Deer,Buck,Muzzleloader,General Season - Private Land Only,Private Land Only,611,,,,,,,0
LO1569,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,"La Sal, La Sal Mtns",Deer,Buck,Muzzleloader,General Season - Private Land Only,Private Land Only,617,,,,,,,0
LO1570,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Monroe,Deer,Buck,Muzzleloader,General Season - Private Land Only,Private Land Only,629,,,,,,,0
LO1571,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Mt Dutton,Deer,Buck,Muzzleloader,General Season - Private Land Only,Private Land Only,630,,,,,,,0
LO1572,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Nine Mile,Deer,Buck,Muzzleloader,General Season - Private Land Only,Private Land Only,615,,,,,,,0
LO1573,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,North Slope,Deer,Buck,Muzzleloader,General Season - Private Land Only,Private Land Only,612,,,,,,,0
LO1574,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Ogden,Deer,Buck,Muzzleloader,General Season - Private Land Only,Private Land Only,609,,,,,,,0
LO1576,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Panguitch Lake,Deer,Buck,Muzzleloader,General Season - Private Land Only,Private Land Only,634,,,,,,,0
LO1577,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Pine Valley,Deer,Buck,Muzzleloader,General Season - Private Land Only,Private Land Only,636,,,,,,,0
LO1579,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Fishlake,Deer,Buck,Muzzleloader,General Season - Private Land Only,Private Land Only,633,,,,,,,0
LO1581,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,"San Juan, Abajo Mtns",Deer,Buck,Muzzleloader,General Season - Private Land Only,Private Land Only,618,,,,,,,0
LO1582,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Vernal/Bonanza,Deer,Buck,Muzzleloader,General Season - Private Land Only,Private Land Only,614,,,,,,,0
LO1583,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Yellowstone,Deer,Buck,Muzzleloader,General Season - Private Land Only,Private Land Only,613,,,,,,,0
LO1584,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Southwest Desert,Deer,Buck,Muzzleloader,General Season - Private Land Only,Private Land Only,625,,,,,,,0
LO1585,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,"Wasatch Mtns, East",Deer,Buck,Muzzleloader,General Season - Private Land Only,Private Land Only,621,,,,,,,0
LO1586,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,"Wasatch Mtns, West",Deer,Buck,Muzzleloader,General Season - Private Land Only,Private Land Only,620,,,,,,,0
LO1589,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Zion,Deer,Buck,Muzzleloader,General Season - Private Land Only,Private Land Only,635,,,,,,,0
LO1591,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Fillmore,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Private Land Only,804,,,1,,,,0
LO1592,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Kamas,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Private Land Only,611,,,1,,,,0
LO1593,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Nine Mile,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Private Land Only,615,,,1,,,,0
LO1594,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Panguitch Lake,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Private Land Only,634,,,,,,,0
LO1595,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Pine Valley,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Private Land Only,636,,,1,,,,0
LO1596,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Fishlake,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Private Land Only,633,,,1,,,,0
LO1597,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Zion,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Private Land Only,635,,,1,,,,0
LO1598,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,North Slope,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Private Land Only,612,,,,,,,0
LO1599,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Chalk Creek,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,69,,,,,,,0
LO1600,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Chalk Creek,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,69,,,,,,,0
LO1601,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Chalk Creek,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Private Land Only,69,,,,,,,0
LO1602,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Chalk Creek,Deer,Buck,Muzzleloader,General Season - Private Land Only,Private Land Only,69,,,,,,,0
LO1603,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,East Canyon,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,276,,,,,,,0
LO1604,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,East Canyon,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,276,,,,,,,0
LO1605,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,East Canyon,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Private Land Only,276,,,,,,,0
LO1606,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,East Canyon,Deer,Buck,Muzzleloader,General Season - Private Land Only,Private Land Only,276,,,,,,,0
LO1607,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Morgan-South Rich,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,117,,,,,,,0
LO1608,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Morgan-South Rich,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,117,,,,,,,0
LO1609,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Morgan-South Rich,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Private Land Only,117,,,,,,,0
LO1610,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Morgan-South Rich,Deer,Buck,Muzzleloader,General Season - Private Land Only,Private Land Only,117,,,,,,,0
LO1611,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,"Beaver, East",Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,685,,,,,,,0
LO1612,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,"Beaver, East",Deer,Buck,Muzzleloader,General Season - Private Land Only,Private Land Only,685,,,,,,,0
LO1613,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,"Beaver, East",Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,685,,,,,,,0
LO1614,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,"Beaver, West",Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,672,,,,,,,0
LO1615,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,"Beaver, West",Deer,Buck,Restricted Muzzleloader,General Season - Private Land Only,Private Land Only,672,,,,,,,0
LO1616,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,"Beaver, West",Deer,Buck,Restricted Rifle,General Season - Private Land Only,Private Land Only,672,,,,,,,0
LO1617,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,"West Desert, Swasey",Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,926,,,,,,,0
LO1618,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,"West Desert, Swasey",Deer,Buck,Muzzleloader,General Season - Private Land Only,Private Land Only,926,,,,,,,0
LO1619,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,"West Desert, Swasey",Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,926,,,,,,,0
LO1620,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Oquirrh/Tintic,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,927,,,,,,,0
LO1621,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Oquirrh/Tintic,Deer,Buck,Muzzleloader,General Season - Private Land Only,Private Land Only,927,,,,,,,0
LO1622,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Oquirrh/Tintic,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,927,,,,,,,0
LO1623,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Cedar/Stansbury,Deer,Buck,Archery,General Season - Private Land Only,Private Land Only,925,,,,,,,0
LO1624,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Cedar/Stansbury,Deer,Buck,Muzzleloader,General Season - Private Land Only,Private Land Only,925,,,,,,,0
LO1625,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Cedar/Stansbury,Deer,Buck,Any Legal Weapon (Late),General Season - Private Land Only,Private Land Only,925,,,,,,,0
LO1627,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Cache,Deer,Buck,Restricted Rifle,General Season - Private Land Only,Private Land Only,29,,,2,,,,0
LO1628,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Cache,Deer,Buck,Restricted Muzzleloader,General Season - Private Land Only,Private Land Only,29,,,2,,,,0
LO1629,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Boulder/Kaiparowits,Deer,Buck,Restricted Rifle,General Season - Private Land Only,Private Land Only,455,,,,,,,0
LO1630,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Boulder/Kaiparowits,Deer,Buck,Restricted Muzzleloader,General Season - Private Land Only,Private Land Only,455,,,,,,,0
LO1631,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,DATABASE_HAS_VALUE_NO_RECOMMENDED_VALUE,DATABASE has an allotment value but unresolved source winner has no value.,yes,Box Elder,Deer,Buck,Any Legal Weapon (Early),General Season - Private Land Only,Private Land Only,607,,,1,,,,0
LP5025,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Beaver - Private Land Only,Pronghorn,Buck,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,628,,,,,,,0
LP5031,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,"Box Elder, West - Private Land Only",Pronghorn,Buck,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,755,,,,,,,0
LP5033,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,"Fillmore, Oak Creek South - Private Land Only",Pronghorn,Buck,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,81,,,,,,,0
LP5046,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,"San Rafael, North - Private Land Only",Pronghorn,Buck,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,194,,,,,,,0
LP5049,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,Southwest Desert - Private Land Only,Pronghorn,Buck,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,625,,,,,,,0
LP5051,PERMIT_UNRESOLVED|REMAINING_AFTER_3_SOURCE_RULE,REMAINING_UNRESOLVED_REVIEW,Still present in remaining-after-3-source unresolved split.,yes,"West Desert, Rush Valley - Private Land Only",Pronghorn,Buck,Any Legal Weapon,Limited Entry - Private Land Only,Private Land Only,245,,,,,,,0
